Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID03833,Female,21,Economics,61.2,2.8,3.23,4.4,7,3.25
ID03834,Male,23,Mathematics,90.3,8.4,3.14,4.1,11,3.5
ID03835,Male,19,Computer Science,94.7,11.2,3.56,8.4,15,4.0
ID03836,Male,21,Economics,92.4,1.4,3.02,7.3,9,3.32
ID03837,Female,21,Economics,100.0,1.7,2.95,7.3,8,3.38
ID03838,Male,19,Mathematics,88.0,2.7,2.99,5.3,7,3.08
ID03839,Female,22,Psychology,92.2,8.5,2.64,9.1,7,3.17
ID03840,Female,18,Engineering,87.3,3.0,3.82,8.5,7,3.88
ID03841,Male,21,Engineering,95.3,5.6,3.67,5.0,11,4.0
ID03842,Male,21,Business,61.3,3.5,2.49,6.8,10,2.66
ID03843,Male,22,Psychology,71.6,2.8,3.5,6.4,5,3.65
ID03844,Male,22,Mathematics,100.0,3.3,2.18,6.9,7,2.67
ID03845,Male,20,Psychology,48.1,1.6,3.59,8.6,8,3.06
ID03846,Female,22,Psychology,82.9,6.0,2.75,6.4,9,3.27
ID03847,Female,21,Engineering,100.0,2.4,3.28,8.5,8,3.38
ID03848,Female,19,Mathematics,83.6,2.6,2.14,4.4,6,2.44
ID03849,Female,18,Computer Science,78.9,2.2,2.5,6.1,12,2.43
ID03850,Male,24,Economics,86.9,9.2,3.33,6.4,7,3.96
ID03851,Male,20,Engineering,79.7,2.9,2.75,6.2,8,2.6
ID03852,Male,24,Mathematics,85.5,4.4,2.68,7.0,8,3.19
ID03853,Female,19,Business,74.7,0.7,3.8,7.2,5,3.68
ID03854,Female,18,Economics,100.0,0.4,4.0,7.3,6,4.0
ID03855,Female,18,Economics,100.0,1.7,3.57,8.3,11,3.77
ID03856,Male,18,Engineering,83.0,6.9,2.55,8.1,8,2.85
ID03857,Male,23,Business,64.2,4.3,3.98,4.7,3,4.0
ID03858,Female,19,Engineering,77.1,9.8,2.32,7.2,7,2.79
ID03859,Male,20,Psychology,82.2,7.6,2.95,6.1,8,3.49
ID03860,Female,20,Mathematics,92.6,2.2,3.13,8.2,7,3.45
ID03861,Female,18,Business,69.9,3.5,4.0,8.9,5,3.79
ID03862,Female,19,Economics,73.5,8.3,3.56,8.3,11,3.69
ID03863,Male,23,Engineering,92.7,3.2,2.87,9.9,10,2.9
ID03864,Male,18,Economics,99.1,5.8,2.63,8.1,6,2.93
ID03865,Male,22,Business,75.7,1.5,3.6,8.5,8,3.62
ID03866,Male,24,Economics,65.0,4.8,2.83,5.8,8,2.81
ID03867,Male,20,Engineering,100.0,3.8,3.21,7.0,4,3.52
ID03868,Female,24,Engineering,96.7,2.2,2.42,8.0,3,2.76
ID03869,Female,21,Computer Science,81.0,3.5,3.38,7.4,6,3.52
ID03870,Male,18,Economics,98.0,4.7,3.34,5.6,2,3.57
ID03871,Male,22,Computer Science,83.1,6.8,2.48,5.6,6,2.88
ID03872,Male,20,Computer Science,98.0,9.4,3.62,4.3,10,4.0
ID03873,Male,24,Economics,87.4,6.3,3.38,7.6,9,3.9
ID03874,Female,23,Business,86.4,7.8,3.47,5.5,8,3.77
ID03875,Male,19,Psychology,83.3,2.0,2.91,8.0,6,3.12
ID03876,Male,20,Engineering,63.3,1.8,3.19,8.1,8,3.08
ID03877,Male,24,Mathematics,100.0,5.4,3.13,7.3,9,3.47
ID03878,Female,19,Computer Science,70.9,1.5,3.03,7.6,10,3.0
ID03879,Female,24,Business,64.6,3.3,3.19,8.5,3,3.29
ID03880,Male,19,Economics,81.8,6.2,3.73,8.7,10,4.0
ID03881,Male,23,Business,70.6,8.6,3.64,4.0,7,3.91
ID03882,Female,23,Business,84.2,4.8,2.51,8.1,5,2.67
ID03883,Female,18,Economics,95.3,1.9,3.59,7.7,4,3.95
ID03884,Male,18,Mathematics,99.9,3.9,3.7,7.4,9,4.0
ID03885,Female,20,Economics,97.2,4.2,3.02,7.7,4,3.56
ID03886,Female,23,Mathematics,80.4,2.4,3.35,6.5,8,3.66
ID03887,Female,22,Economics,85.7,1.2,3.35,4.0,7,3.35
ID03888,Female,24,Computer Science,91.1,6.3,2.68,6.1,8,3.07
ID03889,Female,24,Mathematics,58.6,3.4,2.91,4.3,6,2.46
ID03890,Male,24,Computer Science,93.6,5.8,3.48,4.5,6,3.73
ID03891,Female,20,Mathematics,63.1,4.6,2.85,8.6,5,2.94
ID03892,Male,24,Mathematics,100.0,3.4,3.59,6.2,9,3.84
ID03893,Female,21,Economics,78.9,3.1,3.75,7.4,10,3.63
ID03894,Male,19,Mathematics,82.2,3.7,3.67,7.0,11,4.0
ID03895,Female,24,Computer Science,73.5,5.4,4.0,9.0,6,4.0
ID03896,Female,19,Economics,75.6,0.6,3.05,7.1,6,2.74
ID03897,Male,18,Engineering,100.0,5.3,3.19,6.1,5,3.52
ID03898,Female,24,Computer Science,99.1,5.1,3.26,9.2,6,3.38
ID03899,Male,22,Engineering,61.8,6.3,3.07,6.3,11,3.34
ID03900,Female,23,Business,100.0,8.8,3.37,7.6,7,4.0
ID03901,Male,23,Economics,100.0,2.5,2.24,7.7,6,2.52
ID03902,Male,18,Business,80.8,1.4,3.2,5.1,9,3.34
ID03903,Female,21,Economics,89.6,4.4,2.41,8.4,12,2.82
ID03904,Male,20,Economics,84.8,4.2,2.62,9.0,6,2.69
ID03905,Female,20,Computer Science,100.0,3.1,3.47,5.3,16,3.24
ID03906,Male,22,Engineering,73.1,5.1,3.0,7.0,3,3.17
ID03907,Male,18,Economics,87.2,2.6,3.45,9.0,6,3.73
ID03908,Male,18,Engineering,78.6,3.4,2.99,4.6,9,2.96
ID03909,Female,21,Economics,63.5,5.3,3.65,7.9,6,3.94
ID03910,Male,24,Engineering,100.0,3.2,2.98,5.1,5,3.15
ID03911,Male,20,Business,67.3,4.2,2.12,6.5,7,2.2
ID03912,Male,24,Computer Science,88.3,3.2,3.21,6.7,8,3.7
ID03913,Male,18,Economics,58.9,1.9,2.02,5.2,4,1.72
ID03914,Female,24,Psychology,79.0,6.2,2.37,5.6,7,2.24
ID03915,Female,23,Engineering,91.3,5.9,2.66,6.9,6,3.05
ID03916,Male,22,Engineering,72.6,5.8,2.6,9.1,10,2.74
ID03917,Female,20,Psychology,93.8,3.6,2.83,7.7,8,2.96
ID03918,Male,21,Computer Science,81.0,6.5,2.58,4.5,4,3.1
ID03919,Female,22,Engineering,100.0,6.6,2.4,7.7,9,2.88
ID03920,Female,19,Computer Science,100.0,8.2,3.87,7.1,9,4.0
ID03921,Female,23,Engineering,76.2,3.6,2.76,6.1,6,2.77
ID03922,Male,21,Mathematics,86.2,4.4,1.98,6.3,7,2.35
ID03923,Female,22,Engineering,87.8,1.9,2.92,7.7,6,3.11
ID03924,Male,18,Mathematics,94.3,8.8,2.54,4.6,6,3.01
ID03925,Female,19,Economics,85.2,3.2,2.66,6.0,7,3.13
ID03926,Male,21,Computer Science,87.9,1.6,3.46,5.3,6,3.52
ID03927,Female,18,Engineering,81.3,8.3,2.88,5.8,13,3.53
ID03928,Female,23,Business,86.7,3.5,2.52,7.5,15,2.92
ID03929,Female,19,Business,100.0,10.7,3.32,7.1,9,4.0
ID03930,Male,20,Psychology,94.7,4.0,3.67,8.0,15,3.9
ID03931,Female,18,Business,95.5,2.4,3.37,4.0,11,3.54
ID03932,Male,22,Mathematics,95.8,6.3,1.87,6.6,7,2.36
ID03933,Female,24,Business,82.7,3.4,2.54,6.8,5,2.69
ID03934,Male,21,Business,89.8,5.7,3.12,4.5,10,3.45
ID03935,Male,19,Business,68.7,2.5,2.98,6.0,8,3.1
ID03936,Male,18,Engineering,100.0,5.3,2.94,7.0,12,3.18
ID03937,Male,20,Psychology,43.3,3.1,2.61,7.5,4,2.37
ID03938,Male,24,Computer Science,83.7,6.1,2.4,7.5,9,3.05
ID03939,Male,21,Psychology,100.0,3.7,4.0,4.0,11,4.0
ID03940,Male,21,Mathematics,64.5,4.4,3.11,6.1,3,3.1
ID03941,Female,18,Engineering,91.0,3.4,3.42,4.7,8,3.67
ID03942,Female,20,Economics,74.8,3.8,3.1,7.0,8,3.16
ID03943,Male,23,Engineering,79.5,6.0,3.12,6.4,12,3.11
ID03944,Male,24,Business,99.2,1.9,3.07,6.1,11,3.2
ID03945,Male,23,Business,88.0,4.7,2.54,10.0,5,2.89
ID03946,Male,19,Mathematics,54.5,13.9,2.34,5.4,6,2.52
ID03947,Female,18,Economics,70.4,7.7,3.29,7.0,9,3.46
ID03948,Female,24,Engineering,99.6,3.6,3.19,7.7,6,3.71
ID03949,Male,19,Economics,91.7,4.2,3.57,7.5,13,3.99
ID03950,Male,23,Computer Science,100.0,2.9,3.47,7.9,8,3.66
ID03951,Male,24,Psychology,100.0,5.5,2.7,7.5,11,3.11
ID03952,Female,21,Engineering,79.9,1.6,3.67,6.5,5,3.68
ID03953,Female,19,Economics,100.0,3.1,3.48,7.0,8,3.85
ID03954,Male,20,Computer Science,85.4,2.4,3.45,6.0,3,3.62
ID03955,Male,22,Computer Science,70.6,3.0,4.0,5.9,11,3.96
ID03956,Female,23,Psychology,75.5,4.5,4.0,5.0,6,3.91
ID03957,Female,23,Computer Science,51.1,0.6,3.44,8.2,12,2.9
ID03958,Male,20,Mathematics,100.0,3.3,3.38,8.7,5,3.66
ID03959,Male,24,Computer Science,100.0,2.9,3.64,6.1,8,3.97
ID03960,Male,24,Economics,69.8,6.8,2.81,6.9,5,3.09
ID03961,Female,24,Mathematics,81.6,2.1,2.82,9.4,10,2.93
ID03962,Male,19,Computer Science,86.4,4.6,3.44,8.7,9,3.82
ID03963,Male,18,Business,70.6,3.6,2.67,8.3,8,2.41
ID03964,Female,21,Computer Science,58.7,7.1,3.4,7.4,13,3.18
ID03965,Male,22,Mathematics,81.8,6.5,3.18,6.1,12,3.84
ID03966,Female,18,Computer Science,80.2,9.7,2.67,6.2,12,3.14
ID03967,Male,18,Computer Science,79.2,7.2,3.11,7.4,6,3.38
ID03968,Male,20,Computer Science,88.3,4.8,3.75,7.7,10,4.0
ID03969,Female,19,Mathematics,100.0,6.3,3.14,5.5,8,3.65
ID03970,Male,23,Computer Science,80.5,3.4,3.14,8.9,9,3.53
ID03971,Female,23,Psychology,87.6,4.3,3.26,9.1,5,3.72
ID03972,Male,20,Economics,95.9,4.4,3.33,8.2,5,3.54
ID03973,Male,19,Psychology,93.3,2.2,2.93,9.3,4,3.02
ID03974,Female,20,Mathematics,75.8,7.0,3.28,8.0,6,3.33
ID03975,Male,23,Business,86.4,8.5,2.58,7.4,7,3.04
ID03976,Female,18,Psychology,93.2,3.6,2.7,7.1,6,3.09
ID03977,Male,21,Economics,68.1,3.8,2.76,6.5,14,2.73
ID03978,Male,24,Engineering,100.0,2.6,3.33,7.0,7,3.55
ID03979,Male,19,Economics,100.0,1.8,3.18,5.4,7,3.38
ID03980,Male,22,Psychology,74.2,5.9,3.03,6.9,8,3.02
ID03981,Female,22,Engineering,87.9,1.9,3.45,5.2,10,3.42
ID03982,Female,18,Mathematics,94.6,1.8,3.29,5.8,13,3.55
ID03983,Male,20,Economics,76.8,5.7,2.96,8.8,6,3.11
ID03984,Male,20,Business,92.2,4.4,2.58,8.8,11,2.8
ID03985,Female,23,Engineering,87.4,5.9,2.69,5.7,7,3.07
ID03986,Female,18,Engineering,63.0,2.4,2.37,8.3,6,2.14
ID03987,Male,23,Economics,91.9,10.3,3.17,6.1,10,3.78
ID03988,Male,23,Psychology,68.5,2.2,2.67,6.0,6,2.44
ID03989,Male,22,Engineering,99.1,2.9,2.85,9.1,5,2.95
ID03990,Female,23,Mathematics,74.9,2.5,3.04,5.4,9,2.72
ID03991,Male,24,Economics,82.6,10.2,3.62,4.3,9,4.0
ID03992,Male,23,Mathematics,100.0,3.1,3.56,6.0,8,3.87
ID03993,Female,22,Economics,92.4,2.0,3.07,6.1,12,3.32
ID03994,Male,24,Mathematics,68.8,13.4,3.73,6.4,8,4.0
ID03995,Male,20,Psychology,69.8,9.3,2.09,4.4,14,2.19
ID03996,Male,19,Economics,76.0,7.8,4.0,7.5,11,4.0
ID03997,Male,21,Business,90.9,9.0,3.45,9.8,10,4.0
ID03998,Male,23,Psychology,90.4,2.1,3.15,7.5,4,3.6
ID03999,Male,24,Mathematics,72.4,9.7,2.65,6.7,6,2.91
ID04000,Male,19,Economics,67.5,3.5,2.88,8.0,10,3.09
ID04001,Female,22,Psychology,89.2,4.9,3.4,7.1,7,3.77
ID04002,Female,19,Mathematics,82.3,3.9,3.42,7.1,11,3.81
ID04003,Female,21,Computer Science,100.0,8.4,3.43,6.9,11,4.0
ID04004,Male,19,Computer Science,85.5,0.6,2.74,7.3,9,2.86
ID04005,Male,24,Engineering,100.0,1.9,2.64,6.4,6,2.77
ID04006,Male,19,Business,67.4,9.0,3.2,4.6,6,3.31
ID04007,Male,19,Computer Science,61.4,2.6,3.48,9.8,8,3.5
ID04008,Male,19,Mathematics,68.2,8.2,3.1,7.8,6,3.53
ID04009,Female,18,Psychology,100.0,2.5,3.84,5.9,9,3.87
ID04010,Male,23,Economics,100.0,3.4,3.12,7.5,7,3.52
ID04011,Male,22,Psychology,73.3,10.8,3.1,5.3,4,3.2
ID04012,Male,21,Engineering,78.1,6.3,3.44,7.6,8,3.75
ID04013,Female,22,Psychology,67.5,4.5,3.71,8.1,5,3.83
ID04014,Male,18,Computer Science,57.8,5.4,2.43,8.5,7,2.26
ID04015,Female,18,Psychology,95.8,7.3,2.54,7.9,12,3.18
ID04016,Male,24,Computer Science,88.3,4.3,2.94,6.7,5,3.35
ID04017,Female,18,Computer Science,85.2,5.7,4.0,8.5,11,4.0
ID04018,Female,23,Business,64.0,13.5,2.97,6.2,15,3.66
ID04019,Male,18,Engineering,100.0,2.0,3.04,7.4,9,3.15
ID04020,Male,19,Mathematics,77.4,4.4,3.41,5.9,7,3.27
ID04021,Male,22,Computer Science,93.0,2.9,3.59,7.3,6,3.86
ID04022,Male,20,Economics,63.2,2.2,3.18,9.2,14,3.04
ID04023,Female,21,Engineering,82.1,4.4,3.68,8.2,10,3.79
ID04024,Female,18,Mathematics,89.4,2.3,2.5,8.4,10,2.77
ID04025,Female,22,Economics,89.9,2.1,2.72,8.7,6,2.73
ID04026,Female,24,Psychology,87.3,3.8,3.68,6.9,6,4.0
ID04027,Male,18,Engineering,92.4,5.6,3.11,5.7,5,3.42
ID04028,Male,23,Economics,68.0,5.3,2.47,4.2,7,2.61
ID04029,Female,18,Engineering,88.0,3.8,2.44,5.4,12,2.6
ID04030,Male,18,Engineering,86.7,1.6,2.69,7.2,10,3.05
ID04031,Female,18,Psychology,88.5,1.5,3.1,4.0,3,3.13
ID04032,Male,24,Psychology,86.1,5.0,3.33,7.3,6,3.76
ID04033,Male,18,Engineering,65.9,2.7,2.94,7.7,14,2.92
ID04034,Female,21,Economics,65.2,4.6,3.29,4.7,8,3.21
ID04035,Male,22,Business,51.8,4.2,2.88,8.3,3,2.34
ID04036,Female,23,Computer Science,97.3,1.0,3.71,6.4,10,3.87
ID04037,Female,18,Psychology,97.4,9.1,4.0,4.5,10,4.0
ID04038,Female,18,Business,97.7,1.5,2.9,4.5,4,2.92
ID04039,Female,18,Psychology,89.6,3.5,3.34,6.9,5,3.74
ID04040,Female,18,Engineering,53.0,1.7,3.3,7.1,9,2.96
ID04041,Female,19,Business,69.6,2.6,3.17,7.0,11,3.16
ID04042,Male,19,Economics,87.6,2.8,3.43,8.6,9,3.65
ID04043,Male,20,Economics,87.0,3.0,3.34,7.1,8,3.49
ID04044,Female,18,Mathematics,81.7,3.5,2.86,6.1,9,3.05
ID04045,Male,20,Computer Science,90.5,10.2,3.76,6.5,11,4.0
ID04046,Male,21,Computer Science,85.2,2.2,3.2,8.6,8,3.32
ID04047,Male,20,Psychology,86.8,5.7,2.91,5.3,11,3.23
ID04048,Female,22,Computer Science,75.4,7.7,4.0,7.2,9,4.0
ID04049,Female,19,Mathematics,99.7,5.4,3.04,7.3,4,3.33
ID04050,Male,19,Economics,78.5,8.6,3.23,8.5,5,3.57
ID04051,Female,18,Business,65.0,5.4,3.19,7.2,10,3.45
ID04052,Female,18,Business,73.4,5.3,3.04,5.6,10,3.22
ID04053,Female,21,Economics,79.8,7.9,3.32,7.3,9,3.62
ID04054,Female,23,Engineering,99.9,4.9,2.68,8.1,12,3.12
ID04055,Female,21,Economics,84.4,7.8,3.4,7.2,9,4.0
ID04056,Male,22,Business,82.2,4.8,2.22,8.6,8,2.5
ID04057,Female,18,Psychology,66.3,7.7,2.45,5.0,9,2.73
ID04058,Male,18,Mathematics,96.8,9.6,4.0,6.8,8,4.0
ID04059,Female,21,Economics,75.2,3.2,2.47,7.0,9,2.4
ID04060,Female,21,Engineering,83.5,2.9,2.12,8.2,12,2.29
ID04061,Male,21,Psychology,100.0,8.6,2.48,8.3,6,2.99
ID04062,Male,19,Economics,92.6,7.6,3.97,7.0,9,4.0
ID04063,Female,20,Psychology,60.6,1.1,2.2,6.5,6,2.03
ID04064,Male,20,Economics,58.5,4.6,2.62,7.3,7,2.35
ID04065,Female,18,Psychology,84.0,10.8,2.37,5.3,7,2.93
ID04066,Male,19,Computer Science,66.8,1.9,2.96,6.3,4,2.81
ID04067,Male,21,Psychology,94.7,1.7,2.88,7.9,12,3.1
ID04068,Female,18,Computer Science,85.6,2.6,2.86,7.5,6,3.25
ID04069,Female,19,Business,87.5,3.1,4.0,6.0,5,4.0
ID04070,Female,22,Computer Science,74.4,1.3,2.5,5.8,9,2.27
ID04071,Male,23,Psychology,100.0,1.9,3.05,5.8,7,3.06
ID04072,Female,19,Mathematics,100.0,1.2,3.27,5.9,8,3.51
ID04073,Female,24,Mathematics,80.8,4.5,2.61,7.2,8,2.99
ID04074,Female,18,Business,90.3,4.5,3.34,8.8,10,3.8
ID04075,Female,20,Psychology,86.5,8.7,2.9,9.0,9,3.29
ID04076,Female,24,Computer Science,81.1,4.7,3.29,5.6,4,3.45
ID04077,Male,21,Mathematics,72.5,5.6,3.05,7.5,10,2.98
ID04078,Male,23,Economics,68.7,6.0,2.07,7.4,12,2.05
ID04079,Female,22,Engineering,68.0,2.1,3.75,7.3,4,3.66
ID04080,Male,23,Psychology,91.1,2.0,4.0,5.5,11,4.0
ID04081,Female,23,Economics,77.2,1.8,3.01,5.9,8,2.67
ID04082,Male,19,Economics,46.3,3.0,2.65,7.5,12,2.24
ID04083,Female,18,Psychology,91.7,2.9,3.85,6.4,5,4.0
ID04084,Female,18,Engineering,84.4,4.2,4.0,7.1,8,4.0
ID04085,Male,23,Mathematics,100.0,6.3,3.02,5.5,8,3.24
ID04086,Male,21,Engineering,90.6,5.6,2.99,6.3,10,3.59
ID04087,Male,18,Business,62.8,2.9,3.06,5.0,7,2.82
ID04088,Female,23,Computer Science,51.6,2.6,2.26,7.4,7,1.78
ID04089,Female,18,Computer Science,74.2,2.8,2.95,6.5,6,2.81
ID04090,Male,21,Economics,75.6,3.0,3.96,7.4,10,3.82
ID04091,Female,22,Mathematics,99.1,1.4,3.02,6.5,12,3.29
ID04092,Male,24,Engineering,84.9,4.8,2.58,7.4,8,2.83
ID04093,Male,23,Economics,100.0,10.8,3.35,9.7,10,3.99
ID04094,Female,20,Psychology,65.1,4.0,2.77,6.2,6,2.73
ID04095,Male,20,Economics,99.5,4.2,3.07,7.7,9,3.33
ID04096,Male,23,Psychology,95.8,5.2,2.47,6.0,13,3.04
ID04097,Male,19,Psychology,54.7,1.9,2.58,6.8,8,2.11
ID04098,Male,22,Business,100.0,2.6,3.47,7.7,7,3.9
ID04099,Male,19,Business,86.4,2.8,3.16,7.4,8,3.37
ID04100,Male,24,Psychology,90.9,1.8,2.71,8.0,10,3.15
ID04101,Female,20,Mathematics,72.0,9.5,3.16,8.4,6,3.58
ID04102,Male,21,Business,100.0,6.2,2.8,8.0,9,3.39
ID04103,Male,23,Business,67.2,6.4,2.71,8.4,4,2.93
ID04104,Male,24,Computer Science,97.5,3.2,3.68,7.3,7,4.0
ID04105,Male,18,Economics,97.3,4.4,3.49,5.9,8,3.81
ID04106,Female,20,Computer Science,70.4,3.1,3.09,8.2,10,3.12
ID04107,Female,22,Mathematics,100.0,3.5,3.17,6.4,8,3.55
ID04108,Male,20,Business,88.5,4.2,3.1,8.0,6,3.6
ID04109,Female,22,Business,94.8,3.6,3.34,5.1,11,3.74
ID04110,Female,22,Engineering,62.1,4.1,2.7,6.5,9,2.86
ID04111,Female,23,Mathematics,100.0,1.3,3.53,6.0,9,3.93
ID04112,Male,22,Economics,66.6,1.9,3.28,7.6,8,3.2
ID04113,Male,19,Economics,100.0,3.0,2.97,6.1,7,3.44
ID04114,Male,24,Economics,70.1,3.4,2.86,7.0,3,2.77
ID04115,Female,21,Mathematics,75.7,3.4,3.52,6.8,6,3.35
ID04116,Male,20,Engineering,96.8,5.5,3.02,8.5,5,3.2
ID04117,Female,21,Engineering,100.0,4.6,2.75,7.7,7,2.99
ID04118,Male,24,Computer Science,65.9,5.1,2.91,7.4,10,3.14
ID04119,Male,18,Mathematics,100.0,2.8,3.48,7.0,8,3.73
ID04120,Female,24,Mathematics,100.0,2.1,2.29,5.8,12,2.34
ID04121,Male,20,Engineering,70.9,3.6,2.92,5.7,6,2.97
ID04122,Male,21,Psychology,100.0,5.9,3.64,7.4,1,3.97
ID04123,Female,21,Psychology,63.1,9.3,3.02,4.9,10,3.07
ID04124,Female,23,Computer Science,75.6,2.8,3.24,6.9,9,3.22
ID04125,Female,23,Psychology,92.2,9.3,3.64,7.2,5,4.0
ID04126,Female,24,Psychology,72.2,2.0,3.55,4.9,10,3.31
ID04127,Female,24,Psychology,89.0,1.4,2.88,6.9,4,3.18
ID04128,Female,18,Business,88.6,3.3,3.03,7.0,8,3.29
ID04129,Male,22,Computer Science,82.2,2.1,3.55,10.0,16,3.24
ID04130,Male,20,Engineering,97.5,2.5,3.57,7.0,8,3.81
ID04131,Male,23,Psychology,81.6,6.7,3.06,8.3,13,3.45
ID04132,Male,20,Economics,88.5,6.4,3.07,7.7,7,3.44
ID04133,Female,18,Business,100.0,4.6,3.23,7.4,15,3.48
ID04134,Female,23,Psychology,96.9,4.4,3.78,8.2,5,4.0
ID04135,Female,23,Business,96.8,2.5,3.63,4.8,7,3.63
ID04136,Male,22,Computer Science,67.8,3.6,3.45,6.9,5,3.66
ID04137,Female,20,Economics,92.9,3.2,2.56,7.4,9,2.67
ID04138,Male,20,Economics,71.8,1.6,2.96,5.6,7,2.85
ID04139,Female,20,Economics,65.8,10.2,2.99,6.9,5,3.2
ID04140,Female,22,Psychology,83.9,3.3,3.81,7.1,8,4.0
ID04141,Male,23,Business,71.4,2.0,2.98,6.7,10,2.8
ID04142,Male,18,Economics,96.9,1.5,3.73,5.7,7,3.67
ID04143,Male,20,Mathematics,97.2,5.2,2.81,5.9,5,3.26
ID04144,Female,21,Mathematics,56.5,9.8,2.85,6.5,2,2.86
ID04145,Female,22,Business,72.6,11.5,3.34,7.6,10,3.68
ID04146,Female,19,Psychology,63.1,3.7,3.88,7.1,6,4.0
ID04147,Male,18,Psychology,78.1,3.3,2.99,7.3,8,2.84
ID04148,Male,21,Computer Science,91.8,4.2,1.82,6.7,13,2.12
ID04149,Female,20,Computer Science,81.4,4.1,2.32,5.7,8,2.45
ID04150,Female,19,Economics,76.2,1.0,3.25,6.5,8,3.35
ID04151,Male,18,Engineering,100.0,3.0,2.36,5.8,7,2.58
ID04152,Male,22,Computer Science,50.4,4.8,2.67,4.0,7,2.48
ID04153,Female,19,Psychology,100.0,5.4,3.11,7.0,8,3.4
ID04154,Male,23,Engineering,76.8,5.6,1.88,6.6,10,1.93
ID04155,Male,24,Computer Science,83.8,4.1,2.91,8.9,10,3.21
ID04156,Male,19,Business,77.1,1.9,2.52,8.0,8,2.34
ID04157,Male,24,Mathematics,100.0,3.7,2.35,7.7,4,2.69
ID04158,Female,21,Computer Science,66.5,7.9,2.7,5.5,7,3.02
ID04159,Female,18,Computer Science,85.2,5.0,2.57,8.5,6,3.04
ID04160,Female,21,Business,92.9,3.4,3.33,7.2,10,3.59
ID04161,Male,21,Psychology,60.8,12.1,3.7,6.5,9,4.0
ID04162,Male,20,Economics,71.2,4.2,2.92,5.8,6,2.76
ID04163,Male,22,Business,82.8,3.6,2.8,6.0,6,3.32
ID04164,Male,19,Economics,71.7,5.9,2.89,6.6,2,3.04
ID04165,Female,18,Computer Science,72.8,1.8,2.55,5.5,8,2.27
ID04166,Male,23,Psychology,79.8,3.3,2.46,7.1,6,2.61
ID04167,Male,22,Engineering,94.7,3.7,2.28,6.8,12,2.58
ID04168,Male,22,Computer Science,79.9,1.3,2.44,8.0,6,2.41
ID04169,Male,18,Business,100.0,4.5,3.92,6.8,7,4.0
ID04170,Male,22,Engineering,70.0,5.4,2.75,4.3,6,2.69
ID04171,Male,20,Mathematics,66.2,2.9,1.63,6.5,7,1.66
ID04172,Female,22,Engineering,100.0,6.1,2.81,5.3,6,2.99
ID04173,Male,20,Business,75.1,7.3,2.3,6.1,8,2.41
ID04174,Male,19,Engineering,65.3,7.8,3.13,5.6,5,3.13
ID04175,Female,19,Business,58.9,2.0,3.08,10.0,6,2.69
ID04176,Female,21,Computer Science,100.0,4.4,3.13,6.5,7,3.4
ID04177,Female,20,Psychology,79.9,5.7,3.08,8.1,9,3.22
ID04178,Female,23,Mathematics,81.2,4.4,2.91,6.5,9,3.38
ID04179,Male,19,Psychology,82.6,7.0,2.37,6.7,9,2.98
ID04180,Male,22,Psychology,100.0,4.6,3.06,6.3,8,3.29
ID04181,Male,18,Psychology,82.3,1.9,3.61,6.0,8,3.87
ID04182,Female,18,Business,100.0,7.0,4.0,6.0,4,4.0
ID04183,Female,24,Business,87.0,4.3,2.98,7.6,11,3.27
ID04184,Male,20,Mathematics,100.0,9.5,3.04,6.9,10,3.57
ID04185,Male,23,Business,97.1,2.0,3.35,9.0,12,3.59
ID04186,Female,21,Economics,84.5,4.3,3.85,6.7,6,4.0
ID04187,Male,22,Business,76.2,9.1,2.86,6.6,13,3.06
ID04188,Female,20,Business,90.0,4.6,3.45,7.1,8,3.86
ID04189,Female,24,Business,92.7,6.3,2.69,7.9,4,3.2
ID04190,Female,18,Computer Science,76.4,7.4,3.26,7.2,4,3.59
ID04191,Female,20,Mathematics,87.5,4.2,3.59,9.0,8,3.67
ID04192,Female,22,Economics,100.0,2.4,2.45,10.0,8,2.49
ID04193,Male,23,Business,100.0,6.7,2.84,8.2,11,3.34
ID04194,Female,23,Mathematics,97.8,3.7,3.58,7.6,10,3.93
ID04195,Female,19,Engineering,100.0,1.0,3.41,4.0,11,3.63
ID04196,Male,22,Computer Science,75.6,8.2,3.62,9.1,12,3.76
ID04197,Male,24,Business,95.5,10.2,3.52,8.8,8,4.0
ID04198,Male,19,Economics,100.0,2.8,2.93,9.3,12,3.07
ID04199,Male,19,Computer Science,71.6,4.1,4.0,8.2,8,4.0
ID04200,Female,19,Economics,77.7,10.6,3.17,5.6,7,3.49
ID04201,Female,20,Computer Science,100.0,9.2,1.57,5.6,9,2.04
ID04202,Male,24,Engineering,70.4,5.7,2.96,5.4,8,2.87
ID04203,Male,18,Mathematics,64.9,8.7,2.87,7.1,15,2.96
ID04204,Female,23,Computer Science,100.0,3.6,3.5,5.9,14,3.57
ID04205,Male,20,Psychology,100.0,1.6,2.87,8.3,7,2.84
ID04206,Male,18,Engineering,91.5,7.7,3.65,6.1,7,4.0
ID04207,Female,23,Psychology,84.3,4.0,3.38,6.5,13,3.83
ID04208,Male,24,Engineering,78.4,1.3,2.6,7.4,7,2.5
ID04209,Male,24,Psychology,89.2,2.8,3.03,6.3,15,3.29
ID04210,Male,22,Psychology,100.0,3.5,2.71,5.6,7,2.79
